sessions,hands_max,init_stack,wins,losses,draws,mean_chips_per_session_human,bb_size,total_hands,bb100_human,suggest_calls,policy_hits,rule_fallbacks,fallback_used,facing_fallbacks,alias_applied,clamped,mean_latency_ms
30,60,200,22,8,0,54.533,2.0,1230,66.5041,1838,0,0,0,0,0,0,0.256
