sessions,hands_max,init_stack,wins,losses,draws,mean_chips_per_session_human,bb_size,total_hands,bb100_human,suggest_calls,policy_hits,rule_fallbacks,fallback_used,facing_fallbacks,alias_applied,clamped,mean_latency_ms
50,60,200,21,29,0,-32.0,2.0,379,-211.0818,509,0,0,0,0,0,0,0.292
